CSV Converter: v1.050,Filter: v1.008,File system version: v4,Unit: 174,Time stamps indicate the beginning of the averaging period,38m is a fixed reference measurement,The GPS field contains WGS84 datum and the latitude and longitude are in degrees and decimal minutes correct to the nearest 0.001 minutes,Measurement heights: 148m 90m 69m 44m 19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time and Date,Status Flags,Battery (V),Generator (V),Optics Temp. (C),Electronics Temp. (C),Battery Temp. (C),GPS Data,ZephIR Bearing (deg),Tilt (degs),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Packets in Average at 148m,Wind Direction (deg) at 148m,Horizontal Wind Speed (m/s) at 148m,Vertical Wind Speed (m/s) at 148m,Horizontal Std.Dev. (m/s) at 148m,Horizontal Variance ((m/s)^2) at 148m,Horizontal Min (m/s) at 148m,Horizontal Max (m/s) at 148m,TI at 148m,Packets in Average at 90m,Wind Direction (deg) at 90m,Horizontal Wind Speed (m/s) at 90m,Vertical Wind Speed (m/s) at 90m,Horizontal Std.Dev. (m/s) at 90m,Horizontal Variance ((m/s)^2) at 90m,Horizontal Min (m/s) at 90m,Horizontal Max (m/s) at 90m,TI at 90m,Packets in Average at 69m,Wind Direction (deg) at 69m,Horizontal Wind Speed (m/s) at 69m,Vertical Wind Speed (m/s) at 69m,Horizontal Std.Dev. (m/s) at 69m,Horizontal Variance ((m/s)^2) at 69m,Horizontal Min (m/s) at 69m,Horizontal Max (m/s) at 69m,TI at 69m,Packets in Average at 44m,Wind Direction (deg) at 44m,Horizontal Wind Speed (m/s) at 44m,Vertical Wind Speed (m/s) at 44m,Horizontal Std.Dev. (m/s) at 44m,Horizontal Variance ((m/s)^2) at 44m,Horizontal Min (m/s) at 44m,Horizontal Max (m/s) at 44m,TI at 44m,Packets in Average at 19m,Wind Direction (deg) at 19m,Horizontal Wind Speed (m/s) at 19m,Vertical Wind Speed (m/s) at 19m,Horizontal Std.Dev. (m/s) at 19m,Horizontal Variance ((m/s)^2) at 19m,Horizontal Min (m/s) at 19m,Horizontal Max (m/s) at 19m,TI at 19m
10/11/2013 05:50,Green,27.059,2.26,23.1,30.6,24.9,N51535797W8296582,336.604,1,89.3,1011.1,92.5,2.6,236.247,0,26,300.599,4.118,0.018,0.145,0.021,3.854,4.333,0.04292874,26,288.558,3.515,0.02,0.188,0.035,3.171,3.782,0.06510046,26,282.187,3.337,0.008,0.167,0.028,2.98,3.602,0.06086601,26,285.788,3.238,0.025,0.226,0.051,2.918,3.638,0.08516675,26,296.035,2.7,0.013,0.327,0.107,2.005,3.215,0.1476178
10/11/2013 06:00,Green,27.072,2.26,22.6,30.6,24.9,N51535774W8296581,336.571,1,89.3,1011.2,92.5,3.1,233.961,0,26,299.778,4.283,0.034,0.25,0.063,3.978,4.723,0.07130748,25,284.726,3.704,0.002,0.322,0.104,3.266,4.287,0.1059391,25,284.615,3.743,0.008,0.377,0.142,3.178,4.476,0.1228072,25,297.731,3.346,0.036,0.319,0.102,2.83,3.936,0.1161888,26,297.474,2.41,0.014,0.489,0.239,1.488,3.229,0.247466
10/11/2013 06:10,Green,27.058,2.26,22.6,30.1,24.9,N51535779W8296589,336.573,0.9,89.3,1011.7,92.5,3.6,229.858,0,25,306.159,4.099,0.015,0.475,0.226,3.521,4.954,0.1414263,26,286.674,3.517,0.011,0.293,0.086,3.035,4.018,0.1014871,26,286.153,3.405,-0.005,0.32,0.103,2.83,3.972,0.1147372,26,299.832,2.935,0.033,0.305,0.093,2.295,3.448,0.1268794,25,301.814,2.037,-0.005,0.434,0.188,0.894,2.612,0.2597574
10/11/2013 06:20,Green,27.067,2.26,22.6,30.1,24.9,N51535790W8296550,336.587,1,89.7,1011.5,95.1,3.1,225.992,1,26,305.079,2.996,0.026,0.157,0.025,2.764,3.376,0.06396398,25,281.692,2.92,0.006,0.074,0.006,2.81,3.047,0.03111075,25,283.742,2.771,0.016,0.121,0.015,2.509,2.944,0.05313995,25,296.621,1.943,0.01,0.157,0.024,1.645,2.18,0.09825677,26,271.413,0.935,-0.022,0.108,0.012,0.779,1.167,0.1407315
10/11/2013 06:30,Green,27.067,2.26,22.6,30.1,26,N51535783W8296577,336.64,0.9,89.7,1011.2,95.1,2.8,225.734,0,25,314.954,2.853,0.001,0.053,0.003,2.771,2.974,0.02262278,26,289.808,2.857,-0.006,0.081,0.007,2.729,3.021,0.03466405,26,288.25,2.672,0.009,0.076,0.006,2.524,2.844,0.03480273,26,304.083,1.902,-0.017,0.068,0.005,1.771,2.016,0.04349919,24,287.054,0.776,0.002,0.041,0.002,0.725,0.89,0.06460706
10/11/2013 06:40,Green,27.069,2.26,22.6,30.1,24.9,N51535791W8296590,336.612,0.9,89.7,1011.3,95.1,2.7,226.107,0,26,307.154,3.028,0.013,0.095,0.009,2.862,3.232,0.03826046,25,292.495,3.027,0.03,0.121,0.015,2.785,3.229,0.04889959,25,294.543,2.59,0.034,0.163,0.026,2.328,2.83,0.07665607,25,304.387,1.715,0.004,0.182,0.033,1.385,1.959,0.1297475,23,300.263,0.831,0.002,0.121,0.015,0.654,1.192,0.178179
10/11/2013 06:50,Green,27.074,2.26,22.6,30.1,24.9,N51535784W8296559,336.614,0.9,89.7,1011.7,95.1,3,220.933,0,25,307.175,2.571,0.02,0.302,0.091,2.11,3.135,0.1432575,26,289.86,2.765,0.009,0.321,0.103,2.214,3.287,0.1414491,26,289.411,2.33,0.017,0.291,0.085,1.862,2.868,0.1523967,26,296.486,1.59,0.008,0.313,0.098,1.085,2.265,0.239936,26,300.6,0.946,0.004,0.101,0.01,0.805,1.206,0.1306873
10/11/2013 07:00,Green,27.071,2.26,23.1,30.1,24.9,N51535780W8296577,336.598,0.9,89.7,1011.6,95.1,3.2,223.237,0,26,318.386,2.182,-0.009,0.078,0.006,2.065,2.344,0.04357662,26,297.416,2.49,-0.016,0.17,0.029,2.209,2.705,0.0831833,26,293.215,2.337,-0.03,0.245,0.06,1.912,2.605,0.1277043,26,300.282,1.634,0.009,0.264,0.07,1.128,1.952,0.1971043,25,279.331,0.831,-0.009,0.077,0.006,0.734,1.003,0.1136888
10/11/2013 07:10,Green,27.078,2.26,22.6,30.1,24.9,N51535772W8296580,336.66,0.8,89.7,1011.9,95.1,2.9,223.498,0,25,313.635,2.168,0.007,0.063,0.004,2.11,2.369,0.03556921,25,292.205,2.525,-0.014,0.099,0.01,2.386,2.682,0.04800702,25,290.753,2.313,-0.005,0.203,0.041,1.986,2.534,0.1070601,25,293.127,1.669,0.007,0.223,0.05,1.13,1.904,0.162731,26,265.258,0.786,-0.001,0.076,0.006,0.691,1.119,0.1182262
10/11/2013 07:20,Green,27.073,2.26,22.6,30.6,24.9,N51535780W8296577,336.624,0.9,89.7,1012.4,95.1,2.9,217.709,0,26,309.963,1.92,-0.003,0.235,0.055,1.567,2.308,0.1492086,26,286.196,1.98,0.029,0.139,0.019,1.829,2.415,0.08582167,26,285.504,1.629,0.016,0.114,0.013,1.49,1.954,0.08500038,25,284.592,1.097,0,0.069,0.005,0.991,1.228,0.07666737,25,304.691,1.057,0.065,0.139,0.019,0.773,1.223,0.1601067
10/11/2013 07:30,Green,27.062,2.26,23.1,30.6,25.4,N51535781W8296565,336.62,0.9,89.7,1012.6,95.1,3.3,223.281,0,25,288.626,2.837,-0.005,0.275,0.076,2.33,3.194,0.1183602,25,279.245,2.847,-0.019,0.337,0.113,2.176,3.304,0.1442436,25,278.557,2.569,-0.002,0.375,0.14,1.881,3.142,0.1779534,26,276.067,1.7,0,0.483,0.234,1.047,2.572,0.3467947,25,277.3,1.07,0.001,0.228,0.052,0.711,1.546,0.2593544
10/11/2013 07:40,Green,27.066,2.26,23.1,30.1,24.9,N51535768W8296562,336.608,0.8,89.7,1012.3,95.1,2.9,224.736,0,25,288.588,2.435,0.016,0.3,0.09,2.005,3.096,0.1502722,25,283.539,2.943,-0.032,0.122,0.015,2.799,3.259,0.05057627,25,282.93,2.55,-0.042,0.204,0.042,2.34,3.091,0.09765171,25,280.583,1.996,-0.004,0.204,0.042,1.737,2.507,0.1246445,26,271.85,1.02,-0.002,0.117,0.014,0.827,1.283,0.1402352
10/11/2013 07:50,Green,27.074,2.26,21.4,30.6,24.9,N51535777W8296577,336.613,0.9,89.7,1012.6,95.1,2.4,225.018,0,26,295.956,2.3,-0.036,0.27,0.073,2.027,3.058,0.1430286,26,276.364,2.744,-0.005,0.143,0.021,2.443,2.968,0.06368425,26,274.832,2.447,0.004,0.107,0.012,2.224,2.595,0.05346067,26,275.031,1.901,-0.009,0.158,0.025,1.582,2.087,0.101341,26,271.67,0.99,0.031,0.157,0.025,0.757,1.555,0.1932188
10/11/2013 08:00,Green,27.072,2.26,23.1,30.6,24.9,N51535755W8296591,336.645,0.8,89.7,1012.7,95.1,2.8,225.4,1,26,281.034,2.14,0.029,0.135,0.018,1.983,2.648,0.0771606,26,270.762,2.037,-0.015,0.176,0.031,1.822,2.404,0.1050644,26,273.249,1.761,0.009,0.212,0.045,1.498,2.188,0.1471261,25,240.448,1.285,-0.017,0.132,0.017,1.008,1.579,0.1248599,16,239.175,0.935,0.007,0.235,0.055,0.68,1.589,0.3066218
10/11/2013 08:10,Green,27.067,2.26,23.1,30.6,24.9,N51535771W8296579,336.707,0.8,89.7,1012.7,95.1,2.6,226.389,7,24,268.385,2.215,9998,0.132,0.017,2.008,2.462,0.07260052,24,269.748,2.203,9998,0.16,0.026,1.968,2.485,0.08876754,24,268.433,2.076,9998,0.19,0.036,1.703,2.427,0.1116627,25,221.714,1.908,9998,0.517,0.268,1.133,2.794,0.3307614,25,200.449,1.829,9998,0.66,0.436,1.008,3.215,0.4401187
10/11/2013 08:20,Green,27.072,2.26,22,30.1,24.9,N51535777W8296602,336.699,0.9,89.7,1013.1,95.1,2.9,226.472,20,25,284.565,2.284,9998,0.256,0.065,1.919,2.623,0.1365157,25,270.225,2.315,9998,0.077,0.006,2.151,2.453,0.04070313,25,274.257,2.083,9998,0.125,0.016,1.785,2.236,0.07347637,25,166.22,2.046,9998,0.146,0.021,1.718,2.42,0.08710203,25,192.074,1.897,9998,0.431,0.186,1.292,2.663,0.2771055
10/11/2013 08:30,Green,27.082,2.26,23.7,30.6,23.7,N51535779W8296580,336.692,0.9,89.7,1013.4,95.1,2.7,223.757,3,25,90.713,2.123,9998,0.208,0.043,1.861,2.554,0.1197465,25,80.134,2.168,9998,0.163,0.027,1.869,2.391,0.09163681,25,83.367,1.851,9998,0.184,0.034,1.651,2.187,0.1214395,25,106.974,1.755,9998,0.169,0.029,1.505,2.063,0.1176593,25,209.256,1.149,9998,0.238,0.057,0.802,1.538,0.2527735
10/11/2013 08:40,Green,27.076,2.26,23.1,30.6,24.9,N51535766W8296586,336.701,0.8,89.7,1013.2,95.1,3,229.315,0,25,124.538,2.098,0.045,0.399,0.159,1.65,3.156,0.2317217,25,92.453,1.838,-0.005,0.158,0.025,1.513,2.118,0.105151,25,74.696,1.526,0.002,0.11,0.012,1.344,1.718,0.08798743,25,107.09,1.352,0.043,0.107,0.011,1.124,1.564,0.09658176,24,149.325,1.058,-0.014,0.243,0.059,0.754,1.648,0.2799973
10/11/2013 08:50,Green,27.067,2.26,23.1,30.1,25.4,N51535768W8296583,336.702,0.9,89.7,1013.5,95.1,2.6,221.708,0,26,118.289,1.718,-0.002,0.16,0.026,1.437,1.998,0.1134592,26,80.842,1.486,0.026,0.179,0.032,1.225,1.77,0.1464917,26,35.888,1.326,0.005,0.182,0.033,1.043,1.627,0.1671944,26,178.836,1.05,0.029,0.118,0.014,0.788,1.25,0.1366072,25,137.574,1.036,0.002,0.113,0.013,0.812,1.305,0.1333097
10/11/2013 09:00,Green,27.081,2.26,23.1,30.6,25.4,N51535779W8296561,336.715,0.9,89.7,1013.6,95.1,3,222.944,0,25,230.12,2.078,0.025,0.129,0.017,1.832,2.272,0.07543729,25,62.125,1.598,0.025,0.158,0.025,1.345,1.819,0.1204542,25,211.906,1.291,-0.029,0.217,0.047,0.985,1.647,0.2045027,25,164.29,1.087,0.006,0.173,0.03,0.856,1.445,0.1942053,25,126.758,1.072,0.009,0.132,0.017,0.806,1.284,0.1502245
10/11/2013 09:10,Green,27.078,2.26,23.1,30.1,25.4,N51535801W8296568,336.678,0.7,89.7,1013.7,95.1,2.8,229.215,0,25,9998,9998,9998,9998,0.021,9998,9998,9998,25,9998,9998,9998,9998,0.007,9998,9998,9998,25,9998,9998,9998,9998,0.009,9998,9998,9998,24,153.566,1.214,0.014,0.147,0.022,0.947,1.438,0.1474224,25,160.428,1.177,0.045,0.097,0.009,0.96,1.416,0.1008222
10/11/2013 09:20,Green,27.07,2.26,23.1,30.6,25.4,N51535782W8296568,336.715,0.7,89.7,1013.9,95.1,3.3,224.003,0,26,9998,9998,9998,9998,0.058,9998,9998,9998,26,9998,9998,9998,9998,0.009,9998,9998,9998,26,9998,9998,9998,9998,0.008,9998,9998,9998,26,9998,9998,9998,9998,0.036,9998,9998,9998,26,95.541,1.441,-0.018,0.29,0.084,0.972,1.956,0.2450045
10/11/2013 09:30,Green,27.067,2.26,23.7,30.6,25.4,N51535765W8296576,336.7,0.7,89.7,1013.7,95.1,3.3,225.651,31,24,132.424,2.951,9998,0.307,0.094,2.417,3.488,0.126995,24,55.421,2.295,9998,0.521,0.271,1.524,3.097,0.2766359,24,72.132,2.153,9998,0.542,0.294,1.35,3.005,0.3070944,24,89.651,2.083,9998,0.557,0.311,1.321,2.938,0.3263356,24,100.045,1.829,9998,0.231,0.053,1.534,2.504,0.1537416
10/11/2013 09:40,Green,27.063,2.26,23.7,30.6,25.4,N51535756W8296574,336.717,0.8,89.7,1013.6,95.1,2.9,222.633,92,23,6.498,3.609,9998,0.128,0.016,3.36,3.803,0.04333417,23,45.141,3.102,9998,0.14,0.02,2.918,3.372,0.0549139,23,73.995,2.992,9998,0.172,0.03,2.755,3.342,0.07002707,24,231.699,2.891,9998,0.25,0.062,2.512,3.376,0.1052791,23,13.467,2.623,9998,0.294,0.086,2.194,3.203,0.1364713
10/11/2013 09:50,Green,27.076,2.26,23.7,30.6,25.4,N51535781W8296575,336.698,0.6,89.7,1013.9,95.1,3.1,223.015,31,25,173.521,4.128,9998,0.268,0.072,3.555,4.604,0.07931651,24,170.893,2.924,9998,0.083,0.007,2.77,3.154,0.03445818,24,62.382,2.557,9998,0.166,0.028,2.39,2.921,0.07917452,24,211.663,2.339,9998,0.219,0.048,1.899,2.703,0.1142005,25,232.549,2.218,9998,0.298,0.089,1.662,3.151,0.163612
10/11/2013 10:00,Green,27.065,2.26,24.3,30.6,25.4,N51535766W8296566,336.713,0.7,89.7,1013.8,95.1,2.9,223.71,28,23,171.405,4.48,9998,0.082,0.007,4.335,4.614,0.02224893,24,180.907,2.968,9998,0.085,0.007,2.772,3.096,0.03480494,24,177.875,2.501,9998,0.059,0.003,2.392,2.616,0.02874226,24,248.475,2.324,9998,0.209,0.044,2.05,2.651,0.1098271,24,243.248,2.062,9998,0.179,0.032,1.806,2.464,0.1061096
10/11/2013 10:10,Green,27.071,2.26,24.3,31.2,25.4,N51535781W8296566,336.733,0.6,89.7,1013.8,95.1,3.4,223.282,35,24,257.724,4.728,9998,0.14,0.02,4.493,5.029,0.03607395,24,186.155,3.099,9998,0.124,0.015,2.946,3.504,0.04877543,24,182.455,2.434,9998,0.096,0.009,2.262,2.684,0.04815339,24,230.031,2.129,9998,0.19,0.036,1.694,2.381,0.1089218,24,251.459,1.92,9998,0.191,0.037,1.64,2.381,0.1214018
10/11/2013 10:20,Green,27.069,2.26,23.7,30.6,25.4,N51535789W8296559,336.759,0.8,89.7,1013.7,95.1,2.6,220.672,37,23,185.988,4.525,9998,0.152,0.023,4.304,4.853,0.04100513,25,171.805,2.949,9998,0.234,0.055,2.58,3.488,0.0967086,25,137.349,2.501,9998,0.271,0.074,2.06,3.259,0.1322769,24,249.085,2.193,9998,0.205,0.042,1.859,2.827,0.1139563,24,272.743,1.944,9998,0.173,0.03,1.694,2.338,0.108648
10/11/2013 10:30,Green,27.057,2.26,24.3,31.2,25.4,N51535786W8296564,336.786,0.7,89.7,1014.1,95.1,3.4,222.246,105,9,181.647,5.081,9998,0.121,0.015,4.936,5.279,0.02913222,2,9999,9999,9999,9999,0.027,9999,9999,9999,11,323.363,3.789,9998,0.171,0.029,3.4,3.971,0.0549877,21,207.921,3.398,9998,0.211,0.044,2.842,3.758,0.07569085,23,200.326,3.177,9998,0.327,0.107,2.489,3.905,0.1254231
10/11/2013 10:40,Green,27.074,2.26,24.3,31.2,25.4,N51535770W8296568,336.725,0.8,89.7,1014.2,95.1,3.6,221.498,135,3,9999,9999,9999,9999,0.001,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,2,9999,9999,9999,9999,0,9999,9999,9999,20,191.836,3.677,9998,0.186,0.034,3.386,3.991,0.0615598
10/11/2013 10:50,Green,27.06,2.26,24.3,31.2,26,N51535779W8296572,336.744,0.7,89.7,1014.5,95.1,3.8,221.414,155,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,8,200.542,3.837,9998,0.077,0.006,3.712,3.965,0.02442902
10/11/2013 11:00,Green,27.067,2.26,24.9,31.2,25.4,N51535783W8296564,336.733,0.7,89.7,1014.4,95.1,3.2,224.049,140,4,9999,9999,9999,9999,0.024,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,8,213.704,3.722,9998,0.28,0.078,3.211,3.999,0.09165849,13,198.233,3.645,9998,0.216,0.047,3.322,3.97,0.07218809
10/11/2013 11:10,Green,27.065,2.26,24.9,31.8,26,N51535773W8296572,336.726,0.7,89.7,1014.4,95.1,2.9,225.361,127,7,183.172,5.924,9998,0.507,0.257,5.447,6.771,0.1044374,3,9999,9999,9999,9999,0.002,9999,9999,9999,2,9999,9999,9999,9999,0.002,9999,9999,9999,21,214.166,3.539,9998,0.266,0.071,3.114,3.98,0.09166042,20,198.781,3.333,9998,0.384,0.148,2.488,3.998,0.1406663
10/11/2013 11:20,Green,27.06,2.26,24.9,31.8,26,N51535781W8296574,336.69,0.7,89.7,1014.4,95.1,3.1,223.624,148,5,179.231,6.639,9998,0.41,0.168,5.847,7.019,0.07531597,1,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,13,213.302,3.562,9998,0.294,0.087,3.021,3.936,0.1007688,23,186.656,3.354,9998,0.301,0.09,2.716,3.837,0.109385
10/11/2013 11:30,Green,27.069,2.26,25.4,31.2,26,N51535784W8296577,336.719,0.7,89.7,1014.3,95.1,2.6,224.788,156,6,188.62,5.884,9998,0.388,0.151,5.387,6.426,0.08041384,3,9999,9999,9999,9999,0.089,9999,9999,9999,8,149.882,3.604,9998,0.378,0.143,2.867,3.943,0.1280589,22,225.588,3.113,9998,0.411,0.169,2.461,3.916,0.1610672,22,189.553,3.168,9998,0.292,0.085,2.493,3.6,0.1124812
10/11/2013 11:40,Green,27.059,2.26,24.9,31.2,26,N51535788W8296589,336.693,0.8,89.7,1014.3,95.1,3,225.276,148,4,9999,9999,9999,9999,0.076,9999,9999,9999,1,9999,9999,9999,9999,0,9999,9999,9999,8,63.643,3.601,9998,0.608,0.37,2.859,4.992,0.2060443,22,221.376,2.894,9998,0.409,0.167,1.895,3.538,0.1721763,22,184.371,3.298,9998,0.223,0.05,2.969,3.773,0.08233208
10/11/2013 11:50,Green,27.058,2.26,24.9,31.8,26,N51535781W8296577,336.712,0.8,89.7,1014.2,95.1,3,228.243,157,7,179.378,5.934,9998,0.317,0.101,5.386,6.381,0.06523371,4,9999,9999,9999,9999,0.388,9999,9999,9999,13,148.922,3.56,9998,0.435,0.189,2.869,4.573,0.149058,23,209.795,2.82,9998,0.452,0.205,2.174,3.714,0.1956216,23,187.188,3.104,9998,0.256,0.066,2.455,3.688,0.1005852
10/11/2013 12:00,Green,27.061,2.26,24.9,31.8,26,N51535772W8296568,336.729,0.6,89.7,1014.1,95.1,3.3,226.181,154,8,176.557,5.963,9998,0.203,0.041,5.6,6.292,0.04142413,4,9999,9999,9999,9999,0.439,9999,9999,9999,3,9999,9999,9999,9999,0.123,9999,9999,9999,21,302.361,3.275,9998,0.299,0.09,2.643,3.739,0.1114149,21,186.426,2.612,9998,0.29,0.084,2.003,2.965,0.1352126
10/11/2013 12:10,Green,27.061,2.26,24.9,31.2,26,N51535779W8296577,336.71,0.6,89.7,1014,95.1,3.4,223.454,139,5,345.799,6.526,9998,0.435,0.19,5.723,7.044,0.08137058,4,9999,9999,9999,9999,0.447,9999,9999,9999,6,322.165,4.182,9998,0.893,0.797,3.579,6.157,0.2604161,20,305.745,3.446,9998,0.358,0.128,2.661,4.145,0.1268306,22,293.59,2.608,9998,0.294,0.086,2.073,3.237,0.1374842
10/11/2013 12:20,Green,27.059,2.26,24.9,31.8,26,N51535784W8296559,336.723,0.6,89.7,1013.7,95.1,3.5,224.348,142,18,349.991,6.035,9998,0.367,0.135,5.28,6.678,0.07416735,12,336.317,5.653,9998,0.288,0.083,5.01,6.136,0.06203726,10,330.526,5.369,9998,0.542,0.294,4.497,6.12,0.1230573,11,310.441,4.029,9998,0.591,0.349,3.496,5.443,0.1787468,22,310.29,2.907,9998,0.351,0.123,2.372,3.508,0.1472496
10/11/2013 12:30,Green,27.066,2.26,24.3,31.8,26,N51535774W8296574,336.701,0.7,89.7,1013.8,95.1,3.3,216.843,146,21,346.296,6.885,9998,0.314,0.098,6.277,7.621,0.05557073,17,336.392,5.866,9998,0.354,0.125,5.063,6.404,0.07363959,8,331.969,5.53,9998,0.231,0.054,5.19,6.028,0.05101897,4,9999,9999,9999,9999,0.359,9999,9999,9999,16,307.852,3.633,9998,0.294,0.086,2.834,3.983,0.09863987
10/11/2013 12:40,Green,27.069,2.26,24.9,31.8,26,N51535789W8296574,336.752,0.7,89.7,1013.8,95.1,3.6,215.341,124,22,348.646,7.095,9998,0.445,0.198,6.376,7.961,0.07649231,17,332.394,5.881,9998,0.234,0.055,5.365,6.234,0.04847927,8,326.937,5.74,9998,0.182,0.033,5.47,6.022,0.03868681,4,9999,9999,9999,9999,0.161,9999,9999,9999,14,295.83,3.696,9998,0.214,0.046,3.291,3.981,0.07069094
10/11/2013 12:50,Green,27.065,2.26,25.4,31.8,26,N51535780W8296579,336.775,0.8,89.7,1013.9,95.1,3.6,211.535,140,18,352.619,7.03,9998,0.636,0.404,5.829,8.048,0.110321,10,335.799,5.978,9998,0.375,0.141,5.451,6.873,0.07654728,5,326.965,5.864,9998,0.376,0.142,5.553,6.522,0.078243,2,9999,9999,9999,9999,0.004,9999,9999,9999,2,9999,9999,9999,9999,0.856,9999,9999,9999
10/11/2013 13:00,Green,25.309,2.26,24.9,31.8,26,N51535802W8296555,336.779,0.6,89.7,1014,95.1,4.3,210.751,125,19,355.854,7.064,9998,0.39,0.152,6.311,7.867,0.06732279,2,9999,9999,9999,9999,0.144,9999,9999,9999,2,9999,9999,9999,9999,0.03,9999,9999,9999,2,9999,9999,9999,9999,0.028,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999
10/11/2013 13:10,Green,24.314,2.26,24.9,31.8,26,N51535792W8296579,336.754,0.7,89.7,1013.7,95.1,4,213.618,143,18,354.204,6.887,9998,0.431,0.186,5.989,7.537,0.07630543,1,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,1,9999,9999,9999,9999,0,9999,9999,9999
10/11/2013 13:20,Green,24.401,2.26,24.9,31.2,26,N51535771W8296581,336.737,0.7,89.7,1013.6,95.1,3.8,212.86,144,18,354.361,7.317,9998,0.587,0.345,6.197,8.545,0.09785166,1,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,1,9999,9999,9999,9999,0,9999,9999,9999
10/11/2013 13:30,Green,25.286,2.26,24.9,31.8,26,N51535788W8296563,336.802,0.6,89.7,1013.5,95.1,3.8,213.279,131,21,347.717,7.504,9998,0.459,0.211,6.461,8.412,0.07464628,3,9999,9999,9999,9999,0.032,9999,9999,9999,2,9999,9999,9999,9999,0.003,9999,9999,9999,0,9999,9999,9999,9999,0,9999,9999,9999,2,9999,9999,9999,9999,0.071,9999,9999,9999
10/11/2013 13:40,Green,24.223,2.26,24.9,31.8,26,N51535777W8296583,336.728,0.6,89.7,1013.3,95.1,4,212.122,136,22,343.74,7.032,9998,0.408,0.167,6.271,7.841,0.07083125,8,327.168,5.749,9998,0.334,0.111,5.349,6.445,0.07078519,4,9999,9999,9999,9999,0.273,9999,9999,9999,3,9999,9999,9999,9999,0.183,9999,9999,9999,3,9999,9999,9999,9999,0.405,9999,9999,9999
10/11/2013 13:50,Green,24.21,2.26,24.9,31.8,26,N51535789W8296579,336.76,0.8,89.7,1013.2,95.1,3.8,211.851,130,23,346.838,6.721,9998,0.64,0.41,4.851,7.877,0.1161859,22,334.398,5.44,9998,0.605,0.366,4.419,6.987,0.1355751,17,329.778,4.974,9998,0.927,0.859,3.18,6.752,0.227258,12,322.935,4.291,9998,0.747,0.558,2.8,5.534,0.2122899,13,311.071,3.876,9998,0.749,0.561,2.758,5.583,0.2357124
10/11/2013 14:00,Green,24.193,2.26,25.4,31.8,26,N51535778W8296535,336.769,0.7,89.7,1013.1,95.1,4.8,214.075,142,22,346.873,6.537,9998,0.645,0.417,5.109,7.743,0.1204054,22,339.51,5.282,9998,0.54,0.291,3.836,6.267,0.1246589,19,330.915,4.529,9998,0.404,0.163,3.646,5.303,0.1088466,18,323.87,4.07,9998,0.312,0.097,3.591,5.017,0.09349716,20,313.216,3.444,9998,0.674,0.455,2.2,4.708,0.2388239
10/11/2013 14:10,Green,24.174,2.26,25.4,31.2,26,N51535768W8296579,336.783,0.6,89.7,1012.7,95.1,2.6,210.773,140,22,357.165,8.017,9998,0.721,0.519,6.506,9.048,0.1096091,20,350.567,6.322,9998,0.776,0.602,5.017,7.849,0.149708,18,345.16,5.339,9998,1.109,1.231,3.483,7.379,0.2534132,12,331.826,4.582,9998,1.337,1.789,3.03,7.296,0.3559957,16,316.094,3.571,9998,0.85,0.722,2.673,6.369,0.290212
10/11/2013 14:20,Green,24.164,2.26,24.9,31.8,26,N51535782W8296579,336.766,0.8,89.7,1012.8,95.1,3.5,210.839,144,23,357.709,8.003,9998,0.428,0.183,7.221,8.908,0.06526454,21,353.426,6.035,9998,0.554,0.307,5.12,6.972,0.111988,11,349.059,5.419,9998,0.916,0.838,3.821,6.906,0.2060274,5,343.822,4.63,9998,1.086,1.179,3.461,6.247,0.2859999,9,310.559,3.542,9998,0.283,0.08,2.826,3.862,0.09749906
10/11/2013 14:30,Green,24.136,2.26,24.9,31.8,26.6,N51535789W8296570,336.728,0.8,89.7,1012.8,95.1,3.3,207.623,134,22,358.825,8.74,9998,0.365,0.133,7.774,9.389,0.05088764,22,354.356,6.761,9998,0.673,0.453,5.472,8.054,0.1213442,21,350.453,6.192,9998,0.88,0.774,4.398,7.583,0.1733014,19,347.568,5.565,9998,0.936,0.877,3.751,7.011,0.2051567,14,342.273,4.214,9998,1.17,1.369,2.341,6.162,0.3386144
